DynoWare,Version 3.1.2.0
Path:,C:\Users\user\Desktop\pb solid cylinder\doc\d 2\
Filename:,pb.dwd
Config ID:,pb_000.cfg
Setup ID:,0
Manipulated:,0
Filename 1:,
Filename 2:,
Date:,Monday, September 11, 2023
Time:,15:34:03
Sampling rate [Hz]:,1000
Measuring time [s]:,45
Delay time [s]:,0
Cycle time [s]:,0
Cycles:,1
Samples per channel:,45001
Cycle interval:,0
Cycle No:,1
Time,Chan 1,Chan 2,Chan 3,Chan 4,Extra 1
s,Nm,N,N,N,
0,-0.0976563,-1.06812,-5.79834,-1.37329,0
0.001,-0.012207,-1.98364,-3.66211,-1.67847,0
0.002,-0.0488281,-2.13623,-3.50952,-3.50952,0
0.003,-0.0732422,-0.762939,-6.56128,-2.13623,0
0.004,-0.0427246,-0.762939,-7.93457,1.37329,0
0.005,-0.0732422,-2.59399,-2.89917,-4.27246,0
0.006,-0.00610352,-4.11987,-7.78198,-3.8147,0
0.007,-0.0488281,0.457764,-5.34058,-3.66211,0
0.008,-0.012207,-2.44141,-6.10352,-0.762939,0
0.009,-0.0488281,-0.915527,-3.8147,-0.762939,0
0.01,-0.0305176,-2.74658,-5.95093,-4.73022,0
0.011,-0.0549316,-0.915527,-9.00269,-5.49316,0
0.012,-0.0732422,-1.52588,-6.71387,-0.915527,0
0.013,-0.0732422,-1.52588,-6.2561,-1.37329,0
0.014,-0.0488281,-3.50952,-5.0354,-5.34058,0
0.015,-0.0610352,1.52588,-6.2561,-3.05176,0
0.016,-0.0671387,-0.457764,-2.89917,-1.52588,0
0.017,0.0488281,-2.59399,-3.35693,-1.37329,0
0.018,-0.0305176,-2.13623,-7.62939,-3.8147,0
0.019,-0.195313,-3.20435,-4.73022,-5.18799,0
0.02,-0.0549316,-0.152588,-5.95093,1.06812,0
0.021,-0.0305176,-1.06812,-5.95093,-3.66211,0
0.022,-0.0671387,-4.88281,-4.73022,-6.40869,0
0.023,-0.140381,-1.67847,-9.00269,-1.98364,0
0.024,-0.12207,-1.37329,-4.73022,-3.50952,0
0.025,0,-3.50952,-5.49316,-0.610352,0
0.026,0.0366211,-0.762939,-5.95093,-1.37329,0
0.027,-0.109863,-3.96729,-7.78198,-4.57764,0
0.028,-0.0610352,0.152588,-6.86646,-2.89917,0
0.029,-0.0610352,0.915527,-5.34058,0.457764,0
0.03,-0.0671387,-3.35693,-1.83105,-5.18799,0
0.031,0,-0.915527,-8.69751,-1.98364,0
0.032,-0.115967,-1.67847,-5.79834,-2.59399,0
0.033,-0.0915527,0.915527,-3.96729,-2.59399,0
0.034,0.0305176,-4.73022,-8.69751,-2.44141,0
0.035,-0.0305176,-4.73022,-0.610352,-5.34058,0
0.036,-0.0793457,-1.67847,-8.54492,-2.74658,0
0.037,-0.20752,1.98364,-4.57764,-1.52588,0
0.038,0.0183105,-3.50952,-5.49316,-0.457764,0
0.039,0.0244141,-2.74658,-3.35693,-6.56128,0
0.04,-0.0427246,2.44141,-2.89917,-3.35693,0
0.041,-0.0732422,-4.42505,-10.8337,0.305176,0
0.042,-0.0549316,1.67847,-4.88281,-1.83105,0
0.043,0.0549316,-2.89917,-6.86646,-2.59399,0
0.044,-0.0488281,-2.13623,-4.73022,-1.83105,0
0.045,-0.134277,-3.8147,-9.00269,-1.67847,0
0.046,-0.00610352,-2.28882,-6.2561,-1.98364,0
0.047,-0.0366211,-2.74658,-1.52588,-4.11987,0
0.048,-0.00610352,-0.152588,-5.34058,-4.11987,0
0.049,-0.0549316,-0.762939,-9.76563,0.152588,0
0.05,-0.10376,-3.66211,-8.08716,-2.74658,0
0.051,-0.20752,-0.457764,0.457764,-4.11987,0
0.052,-0.0488281,-3.8147,-10.376,1.52588,0
0.053,-0.0671387,0,-0.762939,-4.42505,0
0.054,-0.10376,-1.37329,-6.56128,-4.57764,0
0.055,-0.10376,-1.83105,-5.64575,-0.610352,0
0.056,-0.0915527,-2.44141,-5.0354,-2.28882,0
0.057,-0.0793457,-2.74658,-7.78198,-5.0354,0
0.058,-0.0854492,-1.06812,-1.83105,-3.35693,0
0.059,-0.10376,-2.59399,-7.32422,-1.2207,0
0.06,-0.0305176,-1.37329,-4.88281,-3.8147,0
0.061,-0.0549316,-2.28882,-7.01904,-0.457764,0
0.062,-0.0732422,-1.37329,-7.32422,-1.67847,0
0.063,-0.128174,-1.83105,-5.49316,-4.27246,0
0.064,-0.0366211,-1.83105,-6.56128,-4.88281,0
0.065,-0.00610352,-1.37329,-0.457764,-3.66211,0
0.066,0.0305176,-2.28882,-6.56128,-4.27246,0
0.067,-0.0671387,0,-6.40869,-2.59399,0
0.068,-0.10376,-5.95093,-5.0354,-1.98364,0
0.069,-0.0488281,-1.2207,-9.61304,-1.83105,0
0.07,-0.00610352,-4.27246,-6.86646,-3.8147,0
0.071,-0.0427246,-0.152588,-2.13623,-2.13623,0
0.072,-0.0488281,1.2207,-7.47681,-1.06812,0
0.073,-0.0427246,-4.42505,-2.28882,-3.96729,0
0.074,-0.0183105,0.915527,-5.95093,-0.610352,0
0.075,-0.0732422,1.37329,-4.88281,-1.98364,0
0.076,-0.0793457,-4.27246,-7.32422,-1.2207,0
0.077,-0.0549316,-5.95093,-6.40869,-3.20435,0
0.078,-0.0549316,-1.83105,-5.95093,-3.05176,0
0.079,-0.0793457,0.610352,-6.10352,0.305176,0
0.08,-0.00610352,-1.37329,-5.0354,0.305176,0
0.081,0.0427246,-4.88281,-6.10352,-5.64575,0
0.082,0.0305176,-1.06812,-10.5286,-3.96729,0
0.083,-0.152588,-2.28882,-4.11987,-2.13623,0
0.084,-0.012207,0,-5.64575,-1.98364,0
0.085,0.0244141,-1.98364,-4.57764,-3.50952,0
0.086,0.0244141,-3.35693,-4.27246,-2.44141,0
0.087,-0.00610352,-1.83105,-9.15527,-1.83105,0
0.088,-0.134277,-2.74658,-5.79834,-7.93457,0
0.089,-0.0244141,3.8147,-1.2207,0.152588,0
0.09,-0.0366211,-7.47681,-11.5967,-3.05176,0
0.091,-0.0427246,-1.37329,-8.8501,-2.74658,0
0.092,0,-3.35693,-3.05176,-3.96729,0
0.093,-0.0610352,2.74658,-4.42505,1.06812,0
0.094,-0.0183105,-1.67847,-4.11987,-3.05176,0
0.095,0.0732422,-2.28882,-8.69751,-3.05176,0
0.096,-0.0488281,0.610352,-2.28882,-2.28882,0
0.097,-0.0976563,-3.50952,-6.86646,0.915527,0
0.098,0,-2.44141,-4.42505,-3.35693,0
0.099,-0.0488281,-0.915527,-7.17163,-5.49316,0
0.1,-0.0488281,0.152588,-6.2561,0.305176,0
0.101,-0.0244141,-4.27246,-4.57764,-2.59399,0
0.102,-0.109863,0,-7.78198,-4.88281,0
0.103,-0.0610352,-2.28882,-3.66211,-4.57764,0
0.104,-0.0610352,-1.52588,-6.86646,-2.44141,0
0.105,-0.128174,-2.28882,-7.93457,-1.67847,0
0.106,-0.134277,-3.66211,-4.27246,-3.8147,0
0.107,-0.0976563,0.305176,-4.57764,-1.06812,0
0.108,-0.00610352,-3.20435,-3.50952,-4.57764,0
0.109,-0.0488281,-3.96729,-9.30786,-2.28882,0
0.11,-0.0427246,0.610352,-6.10352,-1.98364,0
0.111,-0.00610352,-5.64575,-9.76563,-0.305176,0
0.112,-0.0305176,-3.8147,-3.05176,-2.44141,0
0.113,0,-1.98364,-9.61304,-2.74658,0
0.114,-0.0915527,0.457764,-6.2561,-3.20435,0
0.115,-0.140381,-2.89917,-5.49316,-0.762939,0
0.116,-0.0549316,-2.44141,-7.17163,-2.74658,0
0.117,0,0.152588,-1.52588,-6.10352,0
0.118,-0.128174,-3.96729,-7.32422,1.52588,0
0.119,-0.177002,-2.13623,-3.66211,-3.8147,0
0.12,-0.0793457,-3.35693,-2.74658,-2.74658,0
0.121,-0.0671387,-1.83105,-6.71387,-4.11987,0
0.122,-0.140381,-3.05176,-2.74658,-3.20435,0
0.123,-0.0488281,-3.05176,-10.0708,-2.59399,0
0.124,-0.0610352,2.13623,-3.35693,-3.66211,0
0.125,-0.0183105,-1.83105,-3.66211,-0.762939,0
0.126,-0.0610352,0.152588,-5.49316,-3.66211,0
0.127,-0.109863,-4.11987,-5.34058,-4.73022,0
0.128,-0.00610352,-3.05176,-9.15527,-2.59399,0
0.129,-0.0671387,-2.59399,-4.42505,-1.98364,0
0.13,-0.0793457,-1.52588,-5.34058,-4.11987,0
0.131,-0.0671387,-0.152588,-3.96729,-1.98364,0
0.132,-0.0732422,-3.50952,-6.86646,-1.52588,0
0.133,-0.0793457,-1.98364,-3.05176,-2.44141,0
0.134,-0.0732422,-1.98364,-6.10352,-3.8147,0
0.135,-0.0244141,-0.915527,-7.32422,-1.52588,0
0.136,-0.12207,-4.11987,-3.66211,-3.66211,0
0.137,-0.012207,-0.610352,-7.01904,-1.98364,0
0.138,-0.012207,-1.2207,-3.50952,-2.59399,0
0.139,-0.0549316,-1.06812,-8.54492,-1.83105,0
0.14,-0.0244141,-1.83105,-5.0354,-3.35693,0
0.141,-0.0244141,-3.35693,-7.78198,-3.8147,0
0.142,-0.0732422,-0.152588,-3.8147,-1.83105,0
0.143,-0.0671387,-2.44141,-6.71387,-1.2207,0
0.144,0.0488281,-0.610352,-6.56128,-1.98364,0
0.145,-0.0244141,-1.52588,-2.89917,-2.89917,0
0.146,-0.0915527,-2.89917,-9.91821,-1.52588,0
0.147,-0.0244141,-0.152588,-3.50952,-1.67847,0
0.148,-0.00610352,-1.37329,-5.18799,-2.28882,0
0.149,0.0488281,-2.44141,-3.20435,-1.2207,0
0.15,-0.0488281,1.06812,-17.395,3.05176,0
0.151,-0.0976563,-9.30786,-19.0735,-11.4441,0
0.152,0.0915527,0.915527,-4.73022,7.47681,0
0.153,-0.0793457,-3.50952,0.305176,-4.11987,0
0.154,-0.0793457,-4.27246,-5.34058,-4.11987,0
0.155,-0.158691,-0.610352,-5.64575,-5.49316,0
0.156,-0.170898,-1.98364,-5.18799,0.152588,0
0.157,-0.164795,-5.18799,-1.83105,-6.2561,0
0.158,0.0549316,-2.59399,-2.74658,-2.89917,0
0.159,-0.146484,3.66211,-6.86646,-3.66211,0
0.16,-0.140381,-4.73022,-2.44141,-3.66211,0
0.161,0.0427246,1.52588,-11.4441,1.67847,0
0.162,-0.0793457,-2.74658,-2.74658,-11.9019,0
0.163,-0.0671387,-1.67847,-13.1226,2.13623,0
0.164,-0.152588,-6.56128,-3.50952,-1.67847,0
0.165,0.0244141,0.305176,-1.37329,-2.13623,0
0.166,0.00610352,-3.50952,-2.74658,-3.66211,0
0.167,-0.0732422,-0.762939,-8.69751,-1.52588,0
0.168,-0.0915527,-3.96729,-7.78198,-3.66211,0
0.169,0.00610352,-1.83105,-8.8501,-1.37329,0
0.17,0.012207,1.2207,-4.88281,0.152588,0
0.171,0,-7.47681,-6.86646,-1.52588,0
0.172,-0.0183105,1.37329,-9.61304,-3.05176,0
0.173,-0.0366211,-0.152588,-1.98364,-0.610352,0
0.174,0.00610352,-4.42505,-3.8147,-1.2207,0
0.175,0,-2.89917,-7.01904,-4.27246,0
0.176,-0.0793457,-1.67847,-6.86646,-2.44141,0
0.177,-0.0671387,-3.05176,-10.5286,-2.28882,0
0.178,-0.0244141,-2.28882,-3.8147,-5.49316,0
0.179,0.0366211,-0.610352,-3.96729,-1.52588,0
0.18,-0.0793457,-0.762939,-7.93457,0,0
0.181,-0.0976563,-0.305176,-3.96729,-3.96729,0
0.182,0.0488281,-3.05176,-6.40869,0.152588,0
0.183,-0.0183105,-1.98364,-4.11987,-3.20435,0
0.184,-0.10376,-2.89917,-4.88281,-5.0354,0
0.185,-0.231934,-5.64575,-5.34058,-8.23975,0
0.186,0.128174,4.57764,-6.2561,11.5967,0
0.187,-0.12207,-10.2234,-11.2915,-16.3269,0
0.188,-0.0610352,1.06812,-8.8501,-0.762939,0
0.189,-0.0366211,-0.305176,4.27246,3.96729,0
0.19,-0.0549316,1.52588,-3.8147,-4.11987,0
0.191,-0.00610352,-3.05176,-9.91821,-8.08716,0
0.192,-0.128174,-2.44141,-0.152588,-4.88281,0
0.193,-0.0488281,-2.89917,-10.5286,6.86646,0
0.194,-0.152588,-1.37329,-6.2561,-7.17163,0
0.195,-0.0305176,-5.79834,-7.32422,-7.47681,0
0.196,-0.00610352,-2.13623,-6.40869,0.610352,0
0.197,-0.128174,1.83105,-1.06812,-1.37329,0
0.198,-0.0305176,-3.50952,-13.8855,-3.66211,0
0.199,-0.00610352,-3.66211,-1.83105,-4.73022,0
0.2,-0.0183105,-3.96729,-1.52588,-0.762939,0
0.201,-0.128174,0.152588,-5.64575,-1.83105,0
0.202,-0.0610352,-0.915527,-1.52588,-3.05176,0
0.203,0,-1.52588,-2.74658,1.37329,0
0.204,-0.0183105,-6.10352,-1.2207,-9.00269,0
0.205,-0.0854492,2.28882,-9.61304,-4.11987,0
0.206,-0.0915527,1.83105,-5.34058,0.305176,0
0.207,-0.00610352,-3.96729,-2.74658,-1.67847,0
0.208,-0.0915527,-0.610352,-8.39233,-5.0354,0
0.209,-0.0610352,-1.37329,-0.152588,-2.74658,0
0.21,0.0183105,-2.28882,-3.8147,1.37329,0
0.211,0.0244141,2.44141,-8.39233,-2.13623,0
0.212,0.0549316,-2.44141,-3.8147,-4.27246,0
0.213,-0.0366211,0.152588,-10.0708,-0.915527,0
0.214,-0.115967,0.457764,-4.42505,-2.59399,0
0.215,-0.00610352,-0.915527,-7.32422,-2.74658,0
0.216,-0.012207,-3.05176,-3.96729,-2.44141,0
0.217,-0.128174,-3.20435,-2.89917,-5.95093,0
0.218,-0.12207,0.610352,-10.6812,-0.762939,0
0.219,-0.10376,-0.610352,-4.27246,-0.610352,0
0.22,-0.012207,-2.89917,-7.47681,-3.8147,0
0.221,-0.00610352,0.457764,-1.98364,-3.50952,0
0.222,-0.0976563,-1.83105,-7.17163,-3.35693,0
0.223,-0.0854492,-1.2207,-7.62939,-1.52588,0
0.224,-0.00610352,-3.05176,-6.10352,-2.89917,0
0.225,-0.012207,-1.52588,-0.152588,-3.05176,0
0.226,-0.0305176,0.152588,-8.23975,-2.28882,0
0.227,-0.115967,-4.42505,-8.8501,-3.20435,0
0.228,-0.0427246,-0.152588,-5.0354,-1.98364,0
0.229,0.00610352,-1.67847,-3.35693,-2.28882,0
0.23,-0.0244141,-0.152588,-0.610352,-0.915527,0
0.231,-0.0427246,-2.44141,-10.376,-3.8147,0
0.232,-0.0976563,-1.98364,-8.8501,-1.37329,0
0.233,-0.115967,-0.152588,-6.2561,-1.83105,0
0.234,0.00610352,-2.59399,-5.64575,-1.2207,0
0.235,0.0610352,1.2207,-0.610352,-4.42505,0
0.236,-0.0305176,-2.89917,-7.32422,-3.35693,0
0.237,-0.0671387,-3.05176,-4.57764,-0.762939,0
0.238,0.00610352,-0.915527,-5.64575,-1.2207,0
0.239,-0.134277,-3.20435,-11.1389,-5.34058,0
0.24,-0.0366211,-2.89917,-2.59399,-1.2207,0
0.241,-0.012207,-0.305176,-6.86646,-3.35693,0
0.242,-0.0488281,-2.74658,-4.27246,-5.0354,0
0.243,-0.0366211,-0.152588,-1.98364,-0.762939,0
0.244,-0.0427246,-2.74658,-8.39233,-4.42505,0
0.245,-0.00610352,-0.762939,-5.34058,-2.44141,0
0.246,-0.0183105,-1.52588,-3.20435,1.06812,0
0.247,0.0305176,-2.13623,-6.86646,-3.05176,0
0.248,0.00610352,2.89917,-5.64575,-3.96729,0
0.249,-0.0488281,-2.74658,-5.95093,-0.915527,0
0.25,-0.134277,-4.73022,-7.62939,-3.8147,0
0.251,-0.0610352,-3.20435,-8.54492,-6.56128,0
0.252,-0.00610352,-0.762939,-5.79834,0.610352,0
0.253,-0.10376,1.06812,-0.915527,-2.13623,0
0.254,-0.0488281,-3.50952,-10.5286,-3.20435,0
0.255,-0.0976563,-2.28882,-3.50952,-2.13623,0
0.256,-0.0610352,-0.152588,-3.96729,-2.89917,0
0.257,0.0183105,-1.06812,-6.56128,-4.27246,0
0.258,-0.0305176,-1.37329,-2.44141,-2.59399,0
0.259,-0.0549316,-1.83105,-6.86646,-0.915527,0
0.26,-0.0610352,-1.98364,-7.47681,-3.20435,0
0.261,-0.0427246,-0.305176,-3.96729,0.152588,0
0.262,-0.012207,-2.28882,-7.62939,-0.457764,0
0.263,-0.0610352,-1.98364,-1.37329,-3.20435,0
0.264,-0.0854492,-2.13623,-8.8501,-2.89917,0
0.265,-0.0854492,-2.74658,-2.13623,-0.457764,0
0.266,-0.0610352,-0.152588,-1.06812,-1.83105,0
0.267,-0.0793457,-4.73022,-9.61304,-5.64575,0
0.268,-0.10376,-6.2561,-0.915527,-4.57764,0
0.269,-0.0976563,0.152588,-6.2561,0.152588,0
0.27,0.00610352,-1.83105,-1.83105,-2.13623,0
0.271,0.0488281,-2.44141,-1.67847,-4.11987,0
0.272,-0.0732422,-1.2207,-9.15527,-2.28882,0
0.273,-0.158691,-2.74658,-5.34058,-2.13623,0
0.274,-0.0915527,-1.2207,-4.73022,-2.13623,0
0.275,0,-2.74658,-2.44141,-5.64575,0
0.276,-0.140381,0.305176,-3.35693,-3.96729,0
0.277,-0.146484,-3.50952,-7.78198,-2.28882,0
0.278,-0.0793457,-0.305176,-6.40869,-3.8147,0
0.279,-0.0183105,-2.13623,-3.50952,-3.8147,0
0.28,-0.0793457,-2.74658,-9.00269,-3.35693,0
0.281,-0.10376,-1.37329,-4.88281,-2.13623,0
0.282,-0.0488281,-4.11987,-9.46045,-3.05176,0
0.283,-0.0732422,1.37329,-2.44141,-2.74658,0
0.284,-0.0244141,-2.89917,-4.42505,-2.44141,0
0.285,-0.00610352,-3.50952,-6.2561,-4.27246,0
0.286,-0.012207,-3.20435,-6.56128,-1.83105,0
0.287,-0.0732422,1.37329,-4.42505,-2.28882,0
0.288,-0.0732422,-1.83105,-5.34058,-1.37329,0
0.289,0.0305176,-4.42505,-6.56128,-3.35693,0
0.29,-0.0915527,0.457764,-7.47681,-3.20435,0
0.291,-0.109863,-2.89917,-5.0354,0.457764,0
0.292,-0.0427246,-2.44141,-1.06812,-3.96729,0
0.293,0.0305176,-2.44141,-7.01904,-0.762939,0
0.294,-0.0366211,-1.98364,-1.06812,-2.59399,0
0.295,-0.0366211,-0.915527,-10.5286,-1.98364,0
0.296,-0.115967,-1.83105,-2.44141,-3.35693,0
0.297,-0.0549316,-2.13623,-3.20435,-1.52588,0
0.298,-0.012207,-3.50952,-10.2234,-2.28882,0
0.299,-0.0793457,-2.74658,-1.37329,-3.66211,0
0.3,-0.0732422,2.28882,-7.93457,-0.152588,0
0.301,-0.0671387,-1.83105,-5.79834,-0.915527,0
0.302,-0.0854492,-6.56128,-5.64575,-3.50952,0
0.303,-0.0793457,-1.2207,-9.91821,-3.8147,0
0.304,-0.170898,0.915527,-1.2207,-2.44141,0
0.305,-0.0366211,-2.89917,-4.73022,-4.42505,0
0.306,-0.0244141,-2.89917,-3.35693,-3.8147,0
0.307,-0.0976563,1.2207,-5.0354,-4.27246,0
0.308,-0.134277,0.610352,-7.32422,0.762939,0
0.309,-0.0488281,-3.96729,-6.10352,-3.66211,0
0.31,0.0427246,-1.06812,-3.96729,-4.27246,0
0.311,-0.0976563,-0.152588,-4.88281,-0.915527,0
0.312,-0.152588,-2.89917,-5.34058,-0.762939,0
0.313,-0.0610352,-3.66211,-4.11987,-3.05176,0
0.314,-0.0183105,-3.96729,-2.59399,-4.57764,0
0.315,-0.12207,1.06812,-4.88281,-1.37329,0
0.316,-0.109863,-1.98364,-7.47681,-3.8147,0
0.317,-0.0427246,-1.98364,-2.13623,-1.52588,0
0.318,-0.012207,0.457764,-4.88281,-2.28882,0
0.319,-0.115967,-6.10352,-6.10352,-3.96729,0
0.32,-0.0732422,0.305176,-3.50952,-1.52588,0
0.321,-0.0610352,-2.44141,-5.95093,-1.67847,0
0.322,-0.0244141,-0.915527,-2.13623,-3.96729,0
0.323,-0.0671387,-1.37329,-8.54492,-2.59399,0
0.324,-0.12207,0.915527,-2.74658,-4.88281,0
0.325,-0.0366211,-2.44141,-3.66211,1.37329,0
0.326,-0.0244141,-1.67847,-5.79834,-4.11987,0
0.327,-0.0854492,-2.28882,-5.0354,-3.66211,0
0.328,-0.146484,-0.152588,-7.78198,-0.610352,0
0.329,0.0366211,-1.52588,-5.95093,-2.28882,0
0.33,0.0366211,-3.50952,1.2207,-4.73022,0
0.331,-0.109863,-3.35693,-9.46045,-3.20435,0
0.332,-0.195313,-4.11987,-7.78198,-2.13623,0
0.333,-0.0671387,1.2207,-0.457764,-0.305176,0
0.334,0.0732422,-2.28882,-6.71387,-5.49316,0
0.335,-0.0793457,-1.83105,-3.20435,-4.42505,0
0.336,-0.12207,-2.28882,-9.91821,-0.457764,0
0.337,-0.0915527,-1.37329,-7.47681,-2.74658,0
0.338,-0.0183105,-0.152588,-1.2207,-3.66211,0
0.339,0.012207,-4.11987,-6.71387,-2.13623,0
0.34,-0.10376,0.457764,-5.64575,-3.05176,0
0.341,-0.0671387,-5.18799,-7.93457,-2.59399,0
0.342,-0.0915527,0.152588,-3.50952,-4.11987,0
0.343,-0.0732422,-3.20435,-3.8147,-4.88281,0
0.344,-0.0549316,-0.915527,-7.32422,-2.28882,0
0.345,-0.109863,0,-5.95093,-1.37329,0
0.346,-0.0976563,-3.96729,-8.8501,-1.98364,0
0.347,0.00610352,-1.52588,-4.11987,-3.8147,0
0.348,-0.0488281,-1.83105,-2.44141,-3.8147,0
0.349,-0.10376,-1.52588,-8.8501,-0.915527,0
0.35,-0.109863,-1.37329,-5.49316,-1.52588,0
0.351,-0.0427246,-0.305176,-3.05176,-2.13623,0
0.352,-0.0854492,-3.96729,-7.01904,-2.44141,0
0.353,-0.170898,-3.50952,-6.56128,-3.05176,0
0.354,-0.0671387,-2.74658,-9.46045,-4.73022,0
0.355,-0.0671387,-3.20435,-5.34058,-3.96729,0
0.356,-0.158691,-1.2207,-0.762939,-5.0354,0
0.357,-0.0549316,-1.06812,-11.4441,-1.83105,0
0.358,-0.012207,-2.44141,-3.35693,-3.66211,0
0.359,-0.0793457,2.89917,-4.42505,-2.13623,0
0.36,-0.0305176,-3.20435,-5.49316,-3.8147,0
0.361,-0.0732422,0.915527,-5.49316,-4.42505,0
0.362,0.0305176,-0.152588,-8.69751,-2.28882,0
0.363,-0.0793457,-3.35693,-3.50952,-3.96729,0
0.364,-0.0549316,0.610352,-6.71387,-1.98364,0
0.365,0.0488281,-4.11987,-6.71387,-5.18799,0
0.366,-0.0976563,-0.152588,-2.74658,-1.2207,0
0.367,-0.00610352,-2.59399,-12.0544,-0.915527,0
0.368,0.012207,-1.2207,-2.28882,-3.96729,0
0.369,0.0305176,0.305176,-4.88281,-1.37329,0
0.37,-0.0305176,-3.66211,-6.40869,-1.83105,0
0.371,-0.0976563,-0.915527,-5.64575,-4.73022,0
0.372,-0.0244141,-0.610352,-7.62939,-1.98364,0
0.373,-0.0488281,-2.44141,-3.05176,-3.35693,0
0.374,-0.012207,-0.610352,-7.47681,-4.11987,0
0.375,-0.12207,-2.74658,-5.49316,-2.44141,0
0.376,-0.134277,-1.37329,-4.11987,-1.37329,0
0.377,-0.0793457,-0.457764,-6.2561,-3.96729,0
0.378,-0.0488281,-3.50952,-3.50952,-2.13623,0
0.379,0.00610352,-0.610352,-3.96729,0.762939,0
0.38,-0.0488281,0.762939,-6.40869,-2.13623,0
0.381,-0.0305176,-3.20435,-2.74658,-1.37329,0
0.382,0.0427246,-2.44141,-7.01904,-1.83105,0
0.383,-0.0793457,-1.37329,-5.79834,-4.27246,0
0.384,-0.0549316,-2.44141,-6.2561,-1.06812,0
0.385,-0.0976563,-1.37329,-7.32422,-3.8147,0
0.386,-0.0610352,-3.35693,-2.13623,-4.42505,0
0.387,-0.0732422,2.74658,-6.40869,-1.37329,0
0.388,-0.0854492,-1.83105,-3.50952,-3.66211,0
0.389,0.0366211,-4.11987,-1.67847,-2.59399,0
0.39,-0.0427246,-2.28882,-12.0544,-4.42505,0
0.391,-0.0915527,-1.52588,-5.95093,-1.06812,0
0.392,-0.0305176,1.37329,-5.49316,0.610352,0
0.393,0.0549316,-3.35693,-5.49316,-3.96729,0
0.394,-0.0244141,-3.96729,0.152588,-3.8147,0
0.395,-0.128174,-3.35693,-10.2234,-3.50952,0
0.396,-0.10376,-0.152588,-6.71387,-0.152588,0
0.397,-0.00610352,0,-1.52588,-2.13623,0
0.398,-0.012207,-0.762939,-9.15527,-2.89917,0
0.399,-0.12207,-3.8147,-2.59399,-4.57764,0
0.4,-0.0671387,-1.83105,-11.9019,-0.457764,0
0.401,-0.115967,-1.37329,-1.37329,-4.11987,0
0.402,0.012207,-2.44141,-2.44141,-2.28882,0
0.403,-0.0671387,-2.28882,-8.54492,-3.96729,0
0.404,-0.164795,-2.44141,-7.01904,-5.95093,0
0.405,-0.0244141,-1.83105,-6.71387,-1.37329,0
0.406,-0.0244141,0.305176,-2.59399,-3.05176,0
0.407,-0.0366211,-4.73022,-7.78198,-4.27246,0
0.408,-0.0671387,1.2207,-6.2561,-1.2207,0
0.409,-0.0610352,-3.05176,-6.71387,-2.28882,0
0.41,-0.0488281,-0.152588,-5.49316,-1.83105,0
0.411,-0.0244141,-2.28882,-5.49316,-3.50952,0
0.412,-0.0610352,-3.05176,-2.89917,-1.83105,0
0.413,-0.0549316,-2.59399,-8.54492,-0.610352,0
0.414,-0.128174,-2.74658,-6.2561,-4.27246,0
0.415,0,-0.762939,-2.89917,-0.762939,0
0.416,0.0305176,-1.83105,-6.56128,-2.13623,0
0.417,-0.0854492,-1.98364,-3.8147,-2.59399,0
0.418,-0.0976563,-3.50952,-11.5967,-2.44141,0
0.419,-0.0793457,1.52588,-3.35693,-2.44141,0
0.42,0,-3.8147,-4.57764,-4.42505,0
0.421,-0.0366211,-2.28882,-6.40869,-2.44141,0
0.422,-0.0488281,-2.28882,-5.34058,-0.457764,0
0.423,-0.128174,0.152588,-6.10352,-2.28882,0
0.424,-0.0183105,-1.2207,-6.86646,0.305176,0
0.425,-0.0793457,-4.42505,-8.23975,-4.57764,0
0.426,0.0183105,-1.98364,-8.54492,-4.27246,0
0.427,-0.012207,-1.37329,-6.86646,0.152588,0
0.428,-0.012207,-2.44141,-6.40869,-2.44141,0
0.429,-0.0488281,-1.52588,-6.2561,-4.11987,0
0.43,-0.0488281,0.152588,-5.0354,-3.05176,0
0.431,0.00610352,0.305176,-6.2561,1.83105,0
0.432,0.0244141,-5.0354,-5.0354,-3.96729,0
0.433,0.00610352,-1.06812,-5.95093,-4.42505,0
0.434,-0.0488281,-0.305176,-7.01904,-0.610352,0
0.435,-0.0549316,-4.42505,-6.56128,-1.83105,0
0.436,-0.00610352,-2.28882,-2.28882,-3.96729,0
0.437,0.00610352,-2.44141,-5.34058,-2.28882,0
0.438,-0.0732422,-1.37329,-3.66211,-2.59399,0
0.439,-0.0976563,-1.06812,-8.23975,0.457764,0
0.44,-0.0427246,-4.27246,-1.83105,-5.49316,0
0.441,0.012207,-0.457764,-6.10352,-2.44141,0
0.442,-0.12207,-1.98364,-4.73022,-1.98364,0
0.443,-0.00610352,-2.74658,-3.8147,-1.06812,0
0.444,-0.012207,-3.66211,-9.61304,-4.73022,0
0.445,-0.177002,-3.05176,-5.18799,-2.59399,0
0.446,-0.12207,-1.83105,-6.2561,-0.915527,0
0.447,-0.10376,-1.83105,-7.62939,-2.89917,0
0.448,0.0183105,-0.305176,-2.74658,-1.83105,0
0.449,0.0671387,-3.05176,-7.32422,-4.57764,0
0.45,-0.0366211,-4.27246,-8.08716,-3.35693,0
0.451,-0.0671387,0.305176,-5.34058,-1.67847,0
0.452,0.0244141,0.457764,-6.40869,-1.52588,0
0.453,-0.00610352,-3.35693,-0.305176,-3.8147,0
0.454,-0.0976563,-0.915527,-11.9019,-1.98364,0
